id,question,answer,explanation,unit
1315,Dihydrate가 석출되면 hemihydrate 용해가 중단되므로 crystalline theory는 용해도 차이와 관련이 없다.,X,[석고 3P] Dihydrate 석출은 hemihydrate 용해를 중단시키는 것이 아니라 더 많은 hemihydrate 용해를 가능하게 한다. Crystalline theory는 두 상의 용해도 차이로 setting을 설명한다. 연속 용해와 동시 석출을 끊어 이해하면 틀린다.,석고
1316,Bulk volume이 큰 plaster는 improved stone보다 W/P ratio가 높다.,O,"[석고 3P] 혼수비는 bulk volume에 크게 좌우된다. Plaster는 high bulk volume이라 W/P 0.45~0.50이고, improved stone은 0.22~0.24로 가장 낮다. bulk volume과 물 요구량의 같은 방향 관계가 핵심이다.",석고
1317,Bulk volume이 큰 plaster는 improved stone보다 W/P ratio가 낮다.,X,[석고 3P] 틀린 진술이다. Bulk volume이 클수록 필요한 물이 많아 W/P ratio가 높아진다. Plaster는 0.45~0.50이고 improved stone은 0.22~0.24이다. bulk volume과 물 요구량의 방향을 반대로 바꾼 문항이다.,석고
1318,"전형적 W/P ratio는 improved stone, stone, plaster 순으로 높아진다.",X,"[석고 3P] 틀린 진술이다. 전형적 W/P ratio는 plaster 0.45~0.50, stone 0.28~0.30, improved stone 0.22~0.24이다. 즉 plaster에서 가장 높고 improved stone에서 가장 낮다. 재료 순서를 뒤집어 묻는 수치 함정이다.",석고
1319,Plaster 100 g에 물 50 g을 넣어도 전량이 결합하지 않고 상당량은 free water로 남는다.,O,"[석고 3P] 예시에서는 18.6 g만 결합되고 31.4 g은 결합되지 않은 상태로 남는다. 이 잉여수는 석고를 적시고 공극, 강도, 팽창에 영향을 준다. 혼합수 전체가 결합수라고 보면 강도 변화를 설명할 수 없다.",석고
1320,"Hand mixing 1분, 기계 혼합 20~30초, working time additional 3분은 서로 다른 단계의 시간이다.",O,"[석고 3P] 혼합시간과 작업시간은 같은 말이 아니다. 손 혼합은 1분, 기계 혼합은 20~30초이며, working time은 인상에 부을 수 있는 추가 3분이다. 초와 분 단위를 바꾸는 함정이 흔하다.",석고
1321,"Hand mixing은 20~30초, 기계 혼합은 1분, working time은 30분으로 제시된다.",X,"[석고 4P] 틀린 진술이다. Hand mixing은 약 1분, 기계 혼합은 20~30초이다. Working time은 impression에 부을 수 있는 additional 3분이고, 30분은 ready for use 시점이다. 초·분 단위와 단계명을 동시에 바꾼 함정이다.",석고
1322,Ready for use는 약 30분이며 1시간 압축강도의 80%에 도달한 시기와 연결된다.,O,"[석고 4P] 인상체에서 제거 가능한 시기는 working time보다 훨씬 뒤이다. 자료는 약 30분, 그리고 1시간 후 압축강도의 80% 도달을 기준으로 제시한다. 3분 working time과 혼동하면 조기 제거로 이어지는 잘못된 판단이 된다.",석고
1323,Vicat needle-rod와 Gilmore needle은 무게와 직경 조건이 서로 다르므로 초기·최종 경화시간 측정 조건을 구분해야 한다.,O,"[석고 4P] Vicat은 300 g, 1 mm, 5 cm 조건이다. Gilmore initial은 1/4 lb와 1/12 inch, final은 1 lb와 1/24 inch이다. 초기와 최종 조건을 바꾸면 측정법 판단이 틀린다.",석고
1324,"Hemihydrate 용해도, nucleation site 수, crystal growth rate가 증가하면 setting time은 빨라진다.",O,"[석고 4P] 이론적 경화시간 조절의 세 축은 용해도, 핵생성 자리, 결정 성장 속도이다. 세 요소가 모두 증가하면 setting time 감소로 이어진다. 지연제의 효과와 섞어 반대로 외우면 틀리기 쉽다.",석고
1325,"Gypsum 첨가는 setting time을 줄일 수 있지만 hydrocolloid, 혈액, 타액 오염은 setting time을 늘릴 수 있다.",O,"[석고 4P] 자료는 gypsum 첨가를 impurities↑로 분류해 S.T↓로 정리한다. 반면 hydrocolloid 인상재, 혈액, 타액은 S.T↑로 별도 표시된다. 모든 불순물을 한 방향으로 일반화하면 안 된다.",석고
1326,"Fineness 증가, W/P ratio 감소, 빠르고 긴 mixing은 모두 setting time을 감소시키는 방향이다.",O,"[석고 4P] 실제적 방법에서 미세도 증가, 혼수비 감소, 혼합 강화는 모두 S.T↓로 정리된다. 다만 mixing time은 강도에서는 1분 이후 감소라는 별도 기준이 있다. 경화시간 조절과 강도 조절을 같은 방향으로 단순화하면 안 된다.",석고
1327,온도가 올라가면 모든 범위에서 경화시간이 계속 감소하고 100℃에서 가장 빠르게 경화된다.,X,"[석고 4P] 37℃ 이하에서는 온도 증가가 경화시간을 감소시킨다. 그러나 37℃ 이상에서는 용해도 감소로 경화시간이 증가하고, 100℃에서는 반응이 일어나지 않아 경화되지 않는다. 온도 효과는 구간별로 나누어야 한다.",석고
1328,습기 흡수는 양에 따라 setting time을 줄이기도 하고 늘리기도 한다.,O,[석고 4P] 소량 습기는 표면 dihydrate가 additional nuclei로 작용해 경화시간을 줄일 수 있다. 다량 습기는 hemihydrate 용해도를 낮춰 setting time을 증가시킨다. 습도 효과를 한 방향으로만 외우면 틀린다.,석고
1329,"NaCl은 농도에 따라 accelerator 또는 retarder로 제시될 수 있으며, 저농도 NaCl은 setting expansion 증가 예외도 갖는다.",O,"[석고 4P] NaCl은 2%까지는 accelerator, 20%는 retarder로 제시된다. 경화팽창 조절에서는 저농도 NaCl이 setting expansion을 증가시키는 예외로 등장한다. 같은 물질도 농도와 평가 항목에 따라 효과가 달라진다.",석고
1330,Borax와 dried blood는 setting time을 빠르게 하는 accelerator이다.,X,[석고 4P] Borax는 retarder 목록에 포함되고 dried blood와 colloidal gels도 retarder로 제시된다. 경화시간을 늦추는 항목을 촉진제로 바꾼 문항이다. 특히 혈액은 오염물 맥락에서도 경화시간 증가와 연결된다.,석고
1331,W/P ratio가 커지면 setting은 지연되고 강도는 약해지며 porosity는 증가한다.,O,"[석고 5P] 높은 혼수비는 남는 물을 늘리고 공극 증가로 이어진다. 자료는 high W/P에서 setting 지연, strength 약화, porosity 증가를 함께 제시한다. 반대로 낮은 W/P는 전체 porosity 감소와 강도 증가 방향이다.",석고
1332,"석고 경화팽창은 hemihydrate가 dihydrate로 변할 때 생기며, 1시간 내에 24시간 팽창량의 상당 부분이 나타난다.",O,[석고 5P] 경화팽창은 setting 중 hemihydrate→dihydrate 변화와 관련된다. 선팽창 범위는 0.06~0.5%이고 1시간 내 24시간 팽창량의 약 75%가 일어난다. 수치보다 중요한 축은 발생 시점과 시간 분포이다.,석고
1333,Normal setting expansion은 물속 경화에서만 나타나며 hygroscopic expansion보다 2배 이상 크다.,X,[석고 5P] Normal setting expansion은 공기 중에서 경화하며 나타나는 volume 변화이다. Hygroscopic expansion은 물속 경화에서 계속 물이 공급되어 나타나고 normal setting expansion보다 2배 이상 크다. 조건과 상대 크기가 모두 바뀐 문항이다.,석고
1334,석고는 실질적으로 수축 성분이 있어도 결정 성장과 충돌 때문에 팽창한 것처럼 나타날 수 있다.,O,[석고 5P] 자료는 volume 수축과 선수축 값을 제시하면서도 crystallization mechanism 때문에 apparent expansion처럼 보인다고 설명한다. 결정이 자라며 서로 부딪히는 현상이 관찰되는 팽창의 핵심이다. 단순히 “석고는 실제로도 순부피 팽창만 한다”라고 외우면 틀린다.,석고
1335,"정확한 die 제작에서는 setting expansion을 줄여야 하며, W/P ratio 증가나 vacuum mix는 팽창 감소 방향으로 작용한다.",O,"[석고 5P] Dimensional accuracy가 중요한 경우 setting expansion은 작아야 한다. W/P ratio↑는 팽창 감소, vacuum mix도 hand mix보다 팽창 감소로 제시된다. 다만 W/P 증가가 강도에는 불리하므로 임상 조절은 균형이 필요하다.",석고
1336,"첨가제는 일반적으로 setting expansion과 strength를 낮출 수 있지만, 저농도 NaCl과 1% K2SO4에는 예외적 설명이 붙어 있다.",O,"[석고 5P] 자료는 additives 첨가 시 intercrystalline cohesion 감소로 expansion과 strength가 줄 수 있다고 설명한다. 그러나 저농도 NaCl은 expansion 증가, 1% K2SO4는 expansion 영향 없음으로 별도 제시된다. “첨가제=항상 감소”로 단순화하면 예외 문항에서 틀린다.",석고
1337,W/P ratio가 증가하면 setting time은 지연되지만 setting expansion은 감소한다.,O,[석고 5P] W/P ratio가 클 때 setting은 지연된다고 자료가 제시한다. 반면 setting expansion 조절에서는 W/P ratio↑가 expansion↓로 정리된다. 같은 W/P 변화가 모든 결과를 같은 방향으로 움직인다고 생각하면 안 된다.,석고
1338,"Mixing time 증가는 setting expansion을 증가시킬 수 있지만, 강도는 1분 이후 계속 증가하지 않는다.",O,"[석고 5P] 경화팽창에서는 임상적 한계 내 mixing time↑가 expansion↑로 제시된다. 강도에서는 mixing time 증가가 1분까지는 강도 증가, 그 이상은 감소로 정리된다. 혼합시간의 효과는 평가 항목에 따라 다르다.",석고
1339,Vacuum mixing은 hand mix보다 setting expansion을 줄이고 강도는 약간 증가시킬 수 있다.,O,[석고 5P] 자료는 vacuum mix의 setting expansion 감소와 strength 약간 증가를 각각 제시한다. 진공혼합은 공기 혼입과 관련된 조작성 측면에서 유리한 방향으로 정리된다. 팽창 감소를 강도 감소로 연결하면 틀린다.,석고
1340,Wet strength는 excess water 제거 후 24시간 뒤 측정하며 dry strength보다 2배 이상 강하다.,X,"[석고 5P] Wet strength는 free water가 존재할 때의 강도이다. Excess water 제거 후 24시간 뒤 측정하는 것은 dry strength이며, dry strength가 wet strength보다 2배 이상 크다. 습성강도와 건성강도의 측정 조건과 상대 크기를 함께 구분해야 한다.",석고
1341,"취성 재료인 석고의 fracture resistance에는 인장강도가, abrasion resistance에는 압축강도가 중요하게 관련된다.",O,"[석고 5P] 석고는 brittle하므로 인장력에 취약하다. 파절저항에는 인장강도가 관여하고, 마모저항은 압축강도 증가와 비례한다고 자료가 구분한다. 두 저항성의 관련 강도를 바꿔 묻기 쉽다.",석고
1342,High W/P plaster와 low W/P plaster에서 인장강도/압축강도 비율은 각각 25%와 10%로 제시된다.,O,"[석고 5P] 자료는 high W/P plaster에서 인장강도가 압축강도의 25%, low W/P에서 10%라고 제시한다. 절대 강도와 비율은 같은 말이 아니므로 단순히 low W/P가 모든 비율도 커진다고 보면 안 된다. 수치 자체를 비교해 두어야 한다.",석고
1343,"W/P ratio가 감소하면 강도와 경도는 증가하고, free water가 마르면 경도도 증가한다.",O,"[석고 6P] 강도는 W/P ratio에 반비례하며 경도도 w/p↓에서 증가한다. 또한 free water가 마르면 경도가 증가한다고 제시된다. 혼수비, 잉여수, 경도·강도를 하나의 물-공극 축으로 묶을 수 있다.",석고
1344,"석고 건조는 45℃ 이하가 권장되며, 100℃ 이상에서는 결정 내 수분 상실로 수축이 생길 수 있다.",O,"[석고 6P] 강도 보존을 위해 저온, 즉 45℃ 이하 건조가 제시된다. 45℃ 이상은 강도 변화, 100℃ 이상은 결정 내 수분 상실과 수축으로 이어진다. 제조 과정의 100℃ 물 세척과 경화체 건조 조건을 혼동하면 안 된다.",석고
1345,Accelerator나 retarder는 경화시간 조절에는 쓰일 수 있지만 intercrystalline cohesion을 낮춰 강도를 떨어뜨릴 수 있다.,O,[석고 6P] 첨가제는 setting time을 조절하는 데 사용된다. 그러나 strength factor에서는 accelerator나 retarder 첨가가 intercrystalline cohesion 감소와 강도 저하로 연결된다. 경화시간 조절 효과만 보고 강도 효과를 반대로 예측하면 틀린다.,석고
1346,"Free water 공극은 crystal 사이의 구형 공극이고, crystal growth force 공극은 crystal 내부의 더 작고 불규칙한 공극이다.",O,[석고 6P] 경화체 미세구조는 a형과 b형 공극으로 나뉜다. a형은 unreacted water에 의한 spherical 공극으로 crystal 사이에 존재한다. b형은 성장 결정의 밀쳐내는 힘으로 생겨 더 작고 불규칙하며 crystal 내부에 존재한다.,석고
1347,Low W/P ratio에서는 b형 공극이 증가하더라도 a형 공극 감소가 우세하여 전체 porosity가 감소한다.,O,[석고 6P] Low W/P에서는 free water가 감소하므로 a형 공극이 줄어든다. 동시에 nucleation site 증가로 초기 결정성장과 b형 공극은 늘 수 있다. 그러나 first type porosity가 우세해 전체 porosity는 감소한다는 결론이 핵심이다.,석고
1348,석고를 소독 용액에 담가 두어야 할 때 용해도 문제를 고려해 calcium phosphate 포화용액을 첨가한다.,O,[석고 6P] 석고는 상온에서 일정한 용해도를 갖는다. 소독 용액에 담가 두어야 하는 상황에서는 calcium phosphate 포화용액 첨가가 제시된다. 단순 소독법과 용해도 보정 조치를 구분해야 한다.,석고
1349,인상용 석고는 기포와 연조직 압박을 줄이기 위해 낮은 viscosity가 요구된다.,O,[석고 6P] 높은 viscosity는 기포 형성 가능성을 증가시킨다. 인상용 석고는 연조직에 최소 압력만 가해야 하므로 낮은 viscosity가 필요하다. 강도가 높은 재료가 언제나 높은 점조도를 가져야 한다는 식으로 연결하면 안 된다.,석고
1350,"세부재현성은 wetting, vibration, contamination과 관련되며 Type I·II는 75 μm, Type III·IV·V는 50 μm 기준이다.",O,"[석고 7P] 마지막 정리에서 세부재현성은 인상재와의 wetting, vibration, contamination과 함께 제시된다. Type I/II와 Type III/IV/V의 detail 값은 각각 75 μm와 50 μm이다. 조작 요인과 수치 기준을 함께 구분해야 한다.",석고
